Text,Type
เคยใช้เหรอครับ เดิมๆผมก็ว่ามันก็แรงใช้ได้ ขนาดตัวเก่าเทียบกับวีโก้หรือดีแม็กผมก็ว่าแรงกว่าเห็นๆ,Neg
เมื่อวานไปหาหมอด้วยความอยากดื่มกาแฟเย็นแต่เป็นหวัดเลยเดินไปสั่งลาเต้ร้อนระหว่างที่รอจ่ายเงินค่ายา พร้อมกับหยิบโดนัทและพิซซ่าเลยถามพนักงานว่าอันนี้ทำใหม่วันนี้หรือเปล่าครับ ถามอยู่สองครั้งแต่พนักงานคนนั้นไม่ได้ยินอาจเป็นเพราะว่าเราเจ็บคอเสียงแหบๆ แต่เธอเดินหนีแล้วบอกพนักงานอีกคนว่า มาคุยแทนพี่หน่อยพี่ไม่ได้ยินแล้วก็เดินหันหลังไปแบบไม่ใส่ใจทั้งๆที่ตัวเองเป็นพนักงานประจำอยู่แล้วใส่ฟอร์มพนักงานอยู่แต่ให้น้องผู้หญิงน่าจะเป็นน้องฝึกงานให้มาพูดกับเราแทน ผมรู้สึกเหมือนผมไปสร้างความรำคาญยังไงไม่รู้ สังเกตุหลายครั้งแล้วนะ สาขานี้บริการแบบไม่ค่อยเต็มใจ เวลาลูกค้าถามอะไรหน่อย เหมือนจะรำคาญ ไม่เหมือนที่รพ.พญาไท 1 แทบจะกราบลูกค้าเลย อยากได้อะไรจัดให้ บริการเลิศ หรือว่าสถานที่มันไม่ไฮโซหรือไง ทำไงก็ขายๆไป กาแฟแก้วละร้อยกว่าข้างนอกมีอีกตั้งหลายร้านถูกกว่าเกินครึ่ง ซื้อกาแฟซื้อเบเกอรี่รวมกันแต่ละครั้งสามสี่ร้อย แต่ก็รู้สึกรำคาญพนักงานที่นี่จริงๆ ถามอะไรต้องรู้สึกเกรงใจพนักงานทุกทีกลัวเขาจะรำคาญเรา เลิกซื้อเด็ดขาดแล้วครับ ขอบคุณที่ไม่เต็มใจบริการ ผมก็ไม่เต็มใจซื้อเหมือนกัน,Neg
ชุดแฮปปี้มิล ตุ๊กตาอยากให้ทำเป็นแมคโดนัสและสหายไม่อยากให้ทำเป็นอย่างอื่น น่าเก็บสะสมกว่าเยอะ,Pos
สาขาเดอะมอลบางกะปิเช่นกันค่ะ บางจนเอาตะเกียบแคะ,Neg
จัดป๋ายยยย😋😉,Pos
ออเจ้า รู้แล้วว่า เกลียด,Neg
ซัมซุงเขย่ามากๆระวังตัวกันกล้องสั่นพังนะ,Neg
ดูสถานะการณ์ก่อนดีกว่ากำลังจะจัดมาสด้า3อยู่พอดี,Neg
ใช่ ก่อนที่เราจะใช้ฮอนด้า ก็ใช้ Nissan อยู่ต้องรับว่า รถเขาดี ศูนย์บริการแต่ก่อนดี หลังๆมาไม่ค่อยเท่าไร ที่มาใช้ฮอนด้าเพราะตอนนั้น Nissan ยังไม่มีรถ CNG ก็เลยซื้อ ฮอนด้าตัวรถเองก็ไม่เท่าไรนัก และศูนย์บริการก็ห่วย,Neg
เสียค่าเช่าชุดอีกไหมล่ะ5555,Neg
เพิ่งเห็นข้่่าว BBQ plaza นึกสภาพถ้าไม่ใช่พยาธิแค่เป็นหนอง นึกภาพอารมณ์กินเนื้ิอเน่ายังไงไม่รู้ คือมันก็ไม่ควรเอามาบริโภคแหละ,Neg
อยากได้นาร์เยียวยาหัวใจ งานวันนี้เหี้ยมาก แต่ลืมไปว่าตอนนี้เค้าอยู่คนละประเทศ...,Neg
เข้าใจละว่าทำไมถึงมีสูตรกระป๋องดำๆ ที่ไม่อร่อย,Neg
มาร์คบอกไปดื่มสปายไวน์ค๊ลเลอร์เลย,Pos
